V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,PROLIFIC_PID,Q1,for,hyu,bmw,sub,jee,toy,che,hon,aud,mer,tes,dod,lex,por,vol,fer,nis,maz,lam,ren,vol,id,age,gender,edu,inc,LocationLatitude,LocationLongitude,LocationAccuracy,
R_2U3jzBOrKjdqOng,Default Response Set,Anonymous,,,97.127.16.118,0,2020-12-16 18:54:45,2020-12-16 18:55:45,1,5ac440da9534ba0001c736da,1,Chevrolet,Kia,,Honda,Chrysler,Honda,,Mazda,Saab,,,,,,,Porsche,,,,Bentley,Audi,5ac440da9534ba0001c736da,39,1,4,2,45.169204711914,-93.24870300293,-1,
R_3hGatRqNyEkqG0z,Default Response Set,Anonymous,,,71.232.255.14,0,2020-12-16 18:54:47,2020-12-16 18:55:59,1,5f163626e9b14f1bfccf2b67,1,ram,mid range,,,ford,honda,,toyota,,BMW,,,infiniti,corvette,,,,,,not sure,volkeswagon,5f163626e9b14f1bfccf2b67,20,1,3,11,42.885894775391,-71.299003601074,-1,
R_2ZCbKOAHYu1ydRD,Default Response Set,Anonymous,,,45.16.198.28,0,2020-12-16 18:54:39,2020-12-16 18:56:10,1,5fb542627f0b470586f534e1,1,,,Audi,Hyundai ,Dodge,,Ford,,,,,Ford,Audi,Ferrari ,,,,Audi,Ferrari ,Volkswagen ,,5fb542627f0b470586f534e1,24,1,6,2,33.197601318359,-96.617797851562,-1,
R_x9L4piaRCjH00BH,Default Response Set,Anonymous,,,172.90.216.214,0,2020-12-16 18:55:12,2020-12-16 18:56:21,1,5e55d4fad4c2b65dc3a9db0a,1,,,tesla,mazda,hummer,,dodge,,,beamer,fiat,,,lambo,,porche,,honda,,,,5e55d4fad4c2b65dc3a9db0a,42,1,3,1,33.916793823242,-118.34320068359,-1,
R_3Hp19xNVodhqg2K,Default Response Set,Anonymous,,,174.221.140.112,0,2020-12-16 18:51:27,2020-12-16 18:56:26,1,5fab6da20eed54657ec5d969,1,GMC,Kia,Lexus,Acura ,,,Ford,Toyota,,BMW,Porsch,,,,,,,,Ferrari ,Geo,,5fab6da20eed54657ec5d969,31,2,5,5,41.901702880859,-87.656303405762,-1,
R_2c8CAVwHqBWfY39,Default Response Set,Anonymous,,,107.77.229.196,0,2020-12-16 18:51:56,2020-12-16 18:56:27,1,5aa26bda35237b000112e35d,1,Dodge ,,,,,,,Acura,Volvo,Volvo,,Ford,Toyota,Ferrari,,Lamborghini ,Toyota,Toyota,,,,5aa26bda35237b000112e35d,25,2,3,9,33.835800170898,-117.90629577637,-1,
R_3fdtv5JW5hQHu79,Default Response Set,Anonymous,,,184.88.217.55,0,2020-12-16 18:55:05,2020-12-16 18:56:31,1,5f1f3210c16ecb0f5c4b360e,1,Chevy,,,,Dodge,Honda,Ford,,Lexus,BMW,,,Cadillac,,,,,Subaru,,Peugeot,BMW,5f1f3210c16ecb0f5c4b360e,52,1,3,8,29.286605834961,-81.086898803711,-1,
R_2atMlz0wnlXnO3B,Default Response Set,Anonymous,,,173.24.133.29,0,2020-12-16 18:55:12,2020-12-16 18:56:33,1,5f4ad685a1429a13599bfb44,1,chevy,,,,none,,ford,,,bmw,,chevy,,ferrari,volvo,lamborghini ,honda,,,none,,5f4ad685a1429a13599bfb44,36,2,4,5,30.421203613281,-86.892601013184,-1,
R_2YWEYmbGA3Q7oRr,Default Response Set,Anonymous,,,68.119.240.225,0,2020-12-16 18:54:59,2020-12-16 18:56:38,1,5a402cbd1950a80001e7b7f5,1,American ,,,4x4,,Reliable car,,,German,Classy,Ekectric,,,Spots car,Small car,,Fireign,,,French,,5a402cbd1950a80001e7b7f5,38,1,4,5,37.775894165039,-90.407096862793,-1,
R_2pJKk0431E7oQbn,Default Response Set,Anonymous,,,76.221.209.152,0,2020-12-16 18:53:28,2020-12-16 18:56:42,1,5d617ba9364f9a0019f1dac3,1,,Kia,Volkswagon,,,other cars for middle aged people,Ford,,,,other electric cars,,,,I have no idea what you want for these sentences and this is DAMNED underpaid for prolific shame on you. it's similar to other small cars.,Jaguars,Honda,,other luxury car brands,I have no idea what this is. Other cars,,5d617ba9364f9a0019f1dac3,34,3,4,2,42.318099975586,-85.175598144531,-1,
R_2YENdtDeKHNLxfI,Default Response Set,Anonymous,,,104.62.168.242,0,2020-12-16 18:54:09,2020-12-16 18:56:48,1,5eb87cb74585a77d7837e65b,1,home made moonshine,soju,wine,,,,,,teenie weenie martini,champagne,,muddy water,,,vodka,,lemonade,beer,,idk,,5eb87cb74585a77d7837e65b,24,2,5,8,28.581497192383,-81.485000610352,-1,
R_1IrO0aSBMeelSAT,Default Response Set,Anonymous,,,24.16.49.145,0,2020-12-16 18:53:49,2020-12-16 18:56:49,1,5f4c8271c3368e7889161c4d,1,,Kia,,Hyundai,Ford,,Ford,,Kia,,Renault,,Honda,,,,,Chrysler,Ferrari,Tesla,,5f4c8271c3368e7889161c4d,18,2,2,6,47.451400756836,-122.34370422363,-1,
R_9QPqmswlUOrE5nr,Default Response Set,Anonymous,,,73.73.193.114,0,2020-12-16 18:55:06,2020-12-16 18:56:49,1,571c631fe1d2ec0013a68515,1,Chevy,,Mercedes ,,Dodge,,Ford,,Chrysler ,Bmw,Toyota,,,,,Lamborghini ,Hyundai ,Mitsubishi ,,,,571c631fe1d2ec0013a68515,25,2,5,3,40.713302612305,-89.574096679688,-1,
R_1DOOyqP3Ruz0XdH,Default Response Set,Anonymous,,,174.107.128.128,0,2020-12-16 18:54:03,2020-12-16 18:56:49,1,5e84c49534d5d90891d74dc6,1,,Kia,Mercedes,Chrysler,,,Ford,,Lexus,,,,,,Ford,,Hyundai,Toyota,,Buick,Volkswagen,5e84c49534d5d90891d74dc6,38,2,5,2,33.698806762695,-78.916000366211,-1,
R_1mdSZBpMxlv6tac,Default Response Set,Anonymous,,,69.141.55.209,0,2020-12-16 18:55:16,2020-12-16 18:56:51,1,5c2dae8e99ff30000185b9f4,1,Chevrolet,,,,Ford,Honda,Ford,Toyota,,,BMW,,,,,,Honda,Nissan,Porsche,Nissan,,5c2dae8e99ff30000185b9f4,41,2,6,10,40.578704833984,-74.229202270508,-1,
R_ac2fAdCDswGbx0B,Default Response Set,Anonymous,,,69.113.173.136,0,2020-12-16 18:55:36,2020-12-16 18:56:56,1,5e27996cbdc7669c04c725c3,1,,sensible,rich,,,,,reliable,,,,,rich,mom,german,fancy,plain,,to much,odd,,5e27996cbdc7669c04c725c3,31,1,5,7,40.713500976562,-73.354598999023,-1,
R_2COOB1HVci3UkWv,Default Response Set,Anonymous,,,73.217.201.66,0,2020-12-16 18:55:31,2020-12-16 18:57:00,1,578e8bd7baec1b00016977c1,1,Chevrolet,,Acura,Toyota,,,,Toyota ,BMW,Infiniti ,,,Audi,,,Lamborghini ,Kia,,,Maserati ,,578e8bd7baec1b00016977c1,27,2,4,9,38.886795043945,-94.822303771973,-1,
R_1KkfRZoQIEqmKmC,Default Response Set,Anonymous,,,68.105.14.107,0,2020-12-16 18:54:52,2020-12-16 18:57:02,1,5d22a0930a59e300199957e1,1,,Nissan,Lexus,,Dodge,,,,Bmw,Bmw,Bmw,,Tesla,Jaguar,,Porch,Toyota,,,,,5d22a0930a59e300199957e1,37,2,5,11,30.65510559082,-91.136596679688,-1,
R_1LbPkxvFyBygGgT,Default Response Set,Anonymous,,,68.38.185.204,0,2020-12-16 18:44:39,2020-12-16 18:57:04,1,5e6e40fc59552c3f32334bb9,1,,,the kind of car one gets when they have an overpaid bureaucrat job.,,,the kind of car one gets used.,,,,the kind of car one gets when they work in an executive function.,the kind of car one gets to seem intelligent.,the kind of car one gets when they live in the suburbs.,,the kind of car one gets to show off wealth.,,the kind of car one gets when they hit middle age.,the kind of car one gets on a budget.,the kind of car one gets from a dealership.,,the kind of car one gets to be different.,,5e6e40fc59552c3f32334bb9,35,1,5,4,39.691604614258,-86.391098022461,-1,
R_2THldqhkmJrJpkG,Default Response Set,Anonymous,,,162.237.8.14,0,2020-12-16 18:54:16,2020-12-16 18:57:08,1,5fc5fb158691291a2bfe9d9f,1,,,Audi.,,Land Rover.,Nissan.,,Toyota. ,BMW.,,,Taurus.,Cadillac,Jaguar.,,,Yamaha.,Hyundai.,,,,5fc5fb158691291a2bfe9d9f,34,2,3,3,34.73860168457,-92.42310333252,-1,
R_1OQ6JnRSGOcuFFS,Default Response Set,Anonymous,,,174.48.163.5,0,2020-12-16 18:54:01,2020-12-16 18:57:11,1,5d348ae29ca0ce0019293919,1,Chevrolet,,,,,,Ford,Toyota,,,Nothing right now,,,Audi,,Maseratti,Madza,Nissan,,Nothing I can think of. It's not even sold in the US anymore.,Volkswagen,5d348ae29ca0ce0019293919,40,2,5,11,26.823806762695,-80.140701293945,-1,
R_1kTCgc53IHk7ajw,Default Response Set,Anonymous,,,35.137.167.160,0,2020-12-16 18:55:11,2020-12-16 18:57:16,1,5c7de7a44a0a4b001686fd98,1,,,Hyundai,Dodge,Range Rover,Ford,,Lexus,Volkswagen,,,,,,Kia,,Honda,,Ferrari ,Fiat,,5c7de7a44a0a4b001686fd98,20,1,2,4,27.947006225586,-82.794296264648,-1,
R_2TmXKkbAr44ACrR,Default Response Set,Anonymous,,,47.213.153.168,0,2020-12-16 18:55:28,2020-12-16 18:57:18,1,5ec712b9f6899e15e2ebdc6d,1,,,Mercedes Benz,,Dodge,,Ford,Nissan,,,Porsche ,Ford,Lincoln,,,,Honda ,,Ferrari,,Chevy,5ec712b9f6899e15e2ebdc6d,30,2,5,10,37.014205932617,-93.198600769043,-1,
R_2Ymqr1mVSfeipIX,Default Response Set,Anonymous,,,99.189.133.197,0,2020-12-16 18:54:56,2020-12-16 18:57:22,1,5fb0603ee28a5c43cb71e6ee,1,Chevy,Lexus,Mercedes,Mazda,,Honda,Ford,,,,Smart,,,,,,Toyota,Subaru,,Jaguar,,5fb0603ee28a5c43cb71e6ee,24,1,5,9,42.230895996094,-88.337898254395,-1,
R_2CdGpOIru8IJcEZ,Default Response Set,Anonymous,,,50.5.206.221,0,2020-12-16 18:55:42,2020-12-16 18:57:23,1,5d6212e10f304e001a8b7a71,1,,Honda,Audi,BMW,,Nissan,Chevy,Hyundai,BMW,,,,Audi,,,,Honda,,,,Volkswagen ,5d6212e10f304e001a8b7a71,24,1,3,8,39.096801757812,-84.148803710938,-1,
R_cT2xhGAd6FHWdqN,Default Response Set,Anonymous,,,108.231.201.89,0,2020-12-16 18:55:04,2020-12-16 18:57:29,1,5fd79ed766f35410a7bb2e6d,1,,honda,,toyota,,kia,,ford,,lamborghini ,expensive,,maxima,,bugs,,,honda,,prius,,5fd79ed766f35410a7bb2e6d,20,2,3,3,36.061706542969,-79.82389831543,-1,
R_2VlvLUMqRkLOnZy,Default Response Set,Anonymous,,,172.127.177.129,0,2020-12-16 18:56:15,2020-12-16 18:57:32,1,5e670f5e698a0748f0b4ef04,1,walmart,,,target,,,bass pro shop,,nike,gucci,,,,,ann taylor,louis vuitton,kroger,dillars,,levi,,5e670f5e698a0748f0b4ef04,25,2,5,5,29.702606201172,-98.475898742676,-1,
R_12rmFALu9vpr2ai,Default Response Set,Anonymous,,,72.89.177.139,0,2020-12-16 18:57:07,2020-12-16 18:57:47,1,5f9721cb09fc230a61d63733,1,,car,,,,car,,car,car,car,car,car,,,car,car,,,,,car,5f9721cb09fc230a61d63733,23,1,5,1,40.736404418945,-73.869499206543,-1,
R_3HYMp9Bf3kWR0UR,Default Response Set,Anonymous,,,108.17.87.230,0,2020-12-16 18:56:42,2020-12-16 18:57:51,1,5c282fa170d93a000121164b,1,Chevrolet,Honda,Audi,Honda,,Subaru,,Hyundai,,BMW,,,Toyota,Ferrari,,Lamborghini,,,,,,5c282fa170d93a000121164b,20,1,3,7,40.468795776367,-80.087196350098,-1,
R_2dEkiLhgzN39Kc3,Default Response Set,Anonymous,,,65.35.120.44,0,2020-12-16 18:56:48,2020-12-16 18:57:53,1,5e322c53287816210062d0ac,1,,,,Asutralian,Dodge,,,Japan,German,luxary,,,toyota,,,,Japan,models,,someone,Swedish,5e322c53287816210062d0ac,34,1,5,5,27.804397583008,-82.275901794434,-1,
R_8raI9lNISS6J6aR,Default Response Set,Anonymous,,,72.225.41.141,0,2020-12-16 18:56:28,2020-12-16 18:57:59,1,5f929fc48b8c2f1d0179fed7,1,Everyday travel and hauling goods,,,,Off road mudding ,,Everyday travel and hauling goods,,Young person car,,Robotic automatic car,,,Rich person car,Wagon car,Sports car,,Unsure,Rich sports person car,,,5f929fc48b8c2f1d0179fed7,26,1,3,1,43.131103515625,-77.60530090332,-1,
R_3OjiouiWkDa0s5f,Default Response Set,Anonymous,,,24.251.225.152,0,2020-12-16 18:55:07,2020-12-16 18:58:00,1,5c7d88ba719aaf00019fff48,1,Well built.,Good.,Fancy.,,,Steady.,Nice.,Dependable.,Sports.,,,,,,,Fast.,,Good.,,,Very fancy.,5c7d88ba719aaf00019fff48,46,1,2,2,33.700103759766,-111.88770294189,-1,
R_A7IQCBgQYL3RlPr,Default Response Set,Anonymous,,,75.164.5.192,0,2020-12-16 18:57:12,2020-12-16 18:58:10,1,5d8a65b2aea1ac0019a5a588,1,,,BMW,,Jeep,,Chevrolet,Honda,,Mercedes,Tesla,,,Porsche,,Ferrari,,,Lamborghini,,Volvo,5d8a65b2aea1ac0019a5a588,23,1,5,10,45.577697753906,-122.67950439453,-1,
R_egKyny2FyO14Qox,Default Response Set,Anonymous,,,208.90.178.38,0,2020-12-16 18:56:41,2020-12-16 18:58:13,1,5f4a9fb6ab878a53133ff498,1,,Kia,Mercedes,,Chrysler,,,Lexus,,Bmw,Electric,,Honda,,,Ford,,Subuar,,Ford,,5f4a9fb6ab878a53133ff498,56,2,2,10,33.007293701172,-111.93240356445,-1,
R_1Qu211IpRv2yENM,Default Response Set,Anonymous,,,173.54.252.91,0,2020-12-16 18:54:15,2020-12-16 18:58:14,1,5a86357bae9a0b0001a9f14e,1,,kia,,hyundai,,Volkswagen,nissan,,,infinity ,BMW,ford,,jaguar,,,toyota,,maybach,,,5a86357bae9a0b0001a9f14e,32,1,3,5,40.986404418945,-74.111198425293,-1,
R_2f26gOjpNS5oS4l,Default Response Set,Anonymous,,,67.170.70.225,0,2020-12-16 18:57:22,2020-12-16 18:58:21,1,5edac1840adb8b70573ac943,1,,,,,,Honda,,Toyota,Lexus,BMW,Lexus,Chevy,,Ferrarri,,Porsche,,,,FIat,VW,5edac1840adb8b70573ac943,44,2,5,12,47.838806152344,-122.19850158691,-1,
R_3gLXyYykACPrHUt,Default Response Set,Anonymous,,,75.65.41.71,0,2020-12-16 18:54:27,2020-12-16 18:58:21,1,5e633e2561c4390cca501a3f,1,,,BBW,,Hummer,,Big truck country people be mudding in,,Smokepurpp - Audi,Mercedes Warwick,,Dodge Ball,,Rich mfs,,Lamborghini ,Heussan,,,,Vulva,5e633e2561c4390cca501a3f,21,1,2,9,35.208602905273,-90.196998596191,-1,
R_3nwOVaka4jtbNgs,Default Response Set,Anonymous,,,50.106.242.55,0,2020-12-16 18:57:19,2020-12-16 18:58:22,1,573348527d01ed000f8f1615,1,,,Audi,,,,,Toyota,Volkswagon,,Porsche,,,Ferrari,,,Mazda,Nissan,Ferrari,Ford,Audi,573348527d01ed000f8f1615,33,2,5,3,40.479797363281,-88.992202758789,-1,
R_3NxDtG8LCMruALu,Default Response Set,Anonymous,,,107.204.169.79,0,2020-12-16 18:55:00,2020-12-16 18:58:25,1,588179398927560001475b3c,1,Chevrolet.,LG,Lexus.,,,Honda.,Ford.,Toyota.,,,Nissan,,,,,Lamborghini,Lexus,,,,Lexus.,588179398927560001475b3c,23,1,5,11,37.5625,-122.00039672852,-1,
R_2Vyjn7Me3EuE0kA,Default Response Set,Anonymous,,,68.44.19.129,0,2020-12-16 18:56:40,2020-12-16 18:58:32,1,5e84b44457bdfd04dcd8c984,1,toyota,,audi,,,ford,,,Lexus,BMW,,ford,Audi,audi,,,Lexus,,,BMW,,5e84b44457bdfd04dcd8c984,20,2,3,11,41.053695678711,-85.25129699707,-1,
R_2PoKx3YfiKKryhA,Default Response Set,Anonymous,,,24.177.64.90,0,2020-12-16 18:57:43,2020-12-16 18:58:34,1,5c9cfd1b4875750001ef3df0,1,,,luxury car,,,good car,,good car,,luxury car,electric car,good truck,luxury car,,,,good car,decent car,,dont know,,5c9cfd1b4875750001ef3df0,21,4,3,1,36.209899902344,-81.672401428223,-1,
R_SHkYo1RB5XNmDFD,Default Response Set,Anonymous,,,69.151.220.81,0,2020-12-16 18:55:48,2020-12-16 18:58:41,1,5ea082891c8b44059965b6df,1,GMC,,Audi,,Chrysler,Hondo,Ford,Toyota,,,Nio,Chrysler,,,,,,,,Volvo,Volkswagen,5ea082891c8b44059965b6df,23,2,3,4,35.464294433594,-82.533599853516,-1,
R_337ipgE81mI7qjg,Default Response Set,Anonymous,,,76.111.82.169,0,2020-12-16 18:56:51,2020-12-16 18:58:47,1,5fcfc5212217e9138fdcc0e6,1,Gm,,,,,Honda,Ford,,,Lexus,None,,Mercedes,Ferrari,,,Honda,,Ferrari,Peugeot,,5fcfc5212217e9138fdcc0e6,32,1,5,11,39.080902099609,-76.55899810791,-1,
R_2QWIiFld3xOTCsp,Default Response Set,Anonymous,,,47.196.118.94,0,2020-12-16 18:52:57,2020-12-16 18:58:47,1,5c49e951bd42830001dbae9d,1,Chevrolet,Honda,,,,Nissan,Buick,Hyundai,,Bmw,,,,,Volvo,Lamborghini,Toyota,,,,Volkswagen,5c49e951bd42830001dbae9d,22,2,3,2,27.903198242188,-82.29109954834,-1,
R_2tFQn5jfRsJmV0N,Default Response Set,Anonymous,,,73.164.195.118,0,2020-12-16 18:57:01,2020-12-16 18:58:50,1,56ca5b782a2631000ccab9a2,1,,,,,,,,Toyota,,,Ferrari,,Infiniti ,,Peugeot ,Corvette ,Mazda,Honda,Masarati,Buick,Saab,56ca5b782a2631000ccab9a2,46,2,5,3,45.503295898438,-122.77439880371,-1,
R_REJ49SfMlBFhlHb,Default Response Set,Anonymous,,,76.116.30.125,0,2020-12-16 18:56:34,2020-12-16 18:58:55,1,5fd20b4113a0f125120d7b51,1,,toyota,ferrari,,,dodge,,,tesla,,Audi,hyundai,audi,dodge,porsche,,,,BMW,,,5fd20b4113a0f125120d7b51,43,1,6,11,40.071304321289,-74.844902038574,-1,
R_2ruaj3dxedJCddj,Default Response Set,Anonymous,,,70.112.170.60,0,2020-12-16 18:57:32,2020-12-16 18:59:01,1,5c3965fc8e0f6f0001dbfe30,1,,Nissan,Audi,,,Honda,Ford,,BMW,,,,,Lamborghini,,,Hyundai,,Porsche,I don't know this brand,Honda,5c3965fc8e0f6f0001dbfe30,30,2,6,3,30.377304077148,-97.709999084473,-1,
R_3MaPqDaLEA8v9gq,Default Response Set,Anonymous,,,173.217.115.218,0,2020-12-16 18:52:26,2020-12-16 18:59:12,1,5fa807066d9bac5db1798c37,1,Chevrolet ,,,,,,Ford,Toyota,,BMW,Nokia ,,Cadillac ,Ferrari ,,Porche,,Honda,,,Volkswagon,5fa807066d9bac5db1798c37,40,2,3,4,31.757797241211,-93.090797424316,-1,
R_1DHXHEEDQNGA9UQ,Default Response Set,Anonymous,,,66.177.234.107,0,2020-12-16 18:57:09,2020-12-16 18:59:13,1,5c5c6a188c08e90001116add,1,Dodge,a Chevrolet,,Jeep,,A Nissan,,A Toyota,a BMW,A Rolls-Royce,,A Ford,,A Lamborghini,,,,,A Bughatti,,,5c5c6a188c08e90001116add,45,1,7,11,29.962799072266,-82.125198364258,-1,
R_1eEOqBOQFRRUewY,Default Response Set,Anonymous,,,174.20.205.3,0,2020-12-16 18:58:08,2020-12-16 18:59:18,1,5e2e4482d5947f42d3d6d1fd,1,,Kia,,Mitsubishi,,Honda`,,Toyota,,,,,Acura,Audi,,Lamborghini,Chrysler,,Ferrrari,Nissan,,5e2e4482d5947f42d3d6d1fd,31,1,8,7,45.011596679688,-93.035102844238,-1,
R_3O2Gr3pt9BLNrM2,Default Response Set,Anonymous,,,173.219.167.162,0,2020-12-16 18:58:20,2020-12-16 18:59:19,1,5f4afb1288eb746d1804dc1e,1,,,Audi,,Trucks,,Chevy,Hyundai,,,,Ford,,Lincoln,BMW,,Kia,,Ferrari,,Kia,5f4afb1288eb746d1804dc1e,20,1,3,1,30.638595581055,-96.365798950195,-1,
R_UYjlUOoEHEqsd33,Default Response Set,Anonymous,,,172.58.3.41,0,2020-12-16 18:57:09,2020-12-16 18:59:21,1,59f0acf65de9b000017ed914,1,Chevy ,,Lexus ,,,Ford ,GMC ,Toyota ,,,,,Land Rover ,,,Porsche ,Toyota ,,,Volvo ,Subaru ,59f0acf65de9b000017ed914,32,2,5,7,33.783798217773,-84.445503234863,-1,
R_yF1dIdxu7Gn0IfL,Default Response Set,Anonymous,,,68.197.112.179,0,2020-12-16 18:57:03,2020-12-16 18:59:28,1,5f47fb27144b1c26977010d2,1,Chevrolet,,,,,Honda,,Toyota,Mercedes-Benz,Lexus,Nio,,Mercedes-Benz,Audi,,Lamborghini,,,,,Izuzu,5f47fb27144b1c26977010d2,33,1,6,11,41.168395996094,-73.849800109863,-1,
R_z0jChx0eyy5n0aJ,Default Response Set,Anonymous,,,208.64.183.43,0,2020-12-16 18:59:00,2020-12-16 18:59:30,1,5bfc3bf2f553fa0001fee8f4,1,,,,,,,,,,,,,,,,,,,,,,5bfc3bf2f553fa0001fee8f4,35,1,5,1,40.301406860352,-74.070503234863,-1,
R_5tBI4kQhudkiigV,Default Response Set,Anonymous,,,108.48.174.219,0,2020-12-16 18:58:31,2020-12-16 18:59:30,1,5e065c9fe78021031a4b1d59,1,Chevy,,Mercedes-Benz,,Ford,Honda,,,,BMW,,Ford,,Ferrari,,Lamborghini,Hyundai ,,Ferrari,,,5e065c9fe78021031a4b1d59,25,2,5,5,38.920806884766,-77.036003112793,-1,
R_3gU7SJBSMhhNonn,Default Response Set,Anonymous,,,96.37.37.113,0,2020-12-16 18:57:10,2020-12-16 18:59:34,1,5cbf5b488be75a0016b49758,1,,,foreign cars,,,,american cars,safe cars,,expensive cars,,,,luxory cars,,sports cars,japanese cars,sporty cars,,french cars,europeon cars,5cbf5b488be75a0016b49758,41,1,5,10,34.792694091797,-82.58390045166,-1,
R_2c0gOa97Ijt584W,Default Response Set,Anonymous,,,207.141.127.209,0,2020-12-16 18:58:02,2020-12-16 18:59:42,1,5faad9b22c3ef84fce4259aa,1,,,audi,,chrysler/dodge,,GMC,toyota,,,,,lincoln,,,,subaru,nissan,ferrari,volvo,chrysler,5faad9b22c3ef84fce4259aa,22,2,5,10,40.415100097656,-86.267501831055,-1,
R_TtQVcyzDnWcfMXv,Default Response Set,Anonymous,,,104.180.11.181,0,2020-12-16 18:59:00,2020-12-16 18:59:43,1,5fc33d354b6299130cd6bcbc,1,Toyota,,,,Prius,Honda,Ford,,,Cadillac,Toyota,,,Ferrari,,Porshe,,,Porshe,,Volkswagen,5fc33d354b6299130cd6bcbc,21,1,4,5,33.923004150391,-117.79800415039,-1,
R_SQ0r5rAQS1euS1b,Default Response Set,Anonymous,,,67.163.131.118,0,2020-12-16 18:58:42,2020-12-16 18:59:57,1,58effc65c31d4d00015aa5b9,1,Chevrolet,,Audi,Honda,,,Ford,,BMW,,,Ford,,BMW,Chevrolet,Astin Martin,,,,Volkswagon,,58effc65c31d4d00015aa5b9,46,2,5,5,40.460800170898,-78.586097717285,-1,
R_PvngnpTuuYBw1O1,Default Response Set,Anonymous,,,162.221.131.107,0,2020-12-16 18:57:59,2020-12-16 18:59:59,1,5f945fa9e944e4277625fe01,1,,Kia,Mercedes,Toyota,Gremlin,,Ford,Toyota,,BMW,,,BMW,,Fiat,,,,Ferrari,,,5f945fa9e944e4277625fe01,44,1,5,6,36.467895507812,-83.554298400879,-1,
R_3haaqnuVbxc2SEc,Default Response Set,Anonymous,,,73.164.181.99,0,2020-12-16 18:58:32,2020-12-16 19:00:01,1,5fc72e158db8a51b3ae8485a,1,,mazda,volvo,mazda,,ford,toyota,toyota,,,,,buick ,,saab,,,kia,,,Volkswagen ,5fc72e158db8a51b3ae8485a,33,2,6,5,45.488693237305,-122.50910186768,-1,
R_3gS0Df7uDmL4sr6,Default Response Set,Anonymous,,,73.174.0.255,0,2020-12-16 18:59:11,2020-12-16 19:00:01,1,5f4fcb8f68e37c0e34bffbbd,1,Chevy,,,,Land Rover,Honda,Ford,,Lexus,,,Cadillac,Audi,Ferrari,,,,Audi,,,BMW,5f4fcb8f68e37c0e34bffbbd,30,2,8,8,40.291702270508,-79.405403137207,-1,
R_riL24f5yVZKXCBX,Default Response Set,Anonymous,,,68.224.200.193,0,2020-12-16 18:58:01,2020-12-16 19:00:13,1,5fd8c3c3829c45293cfb0430,1,,Honda.,,,,,,,Volkswagen.,BMW.,Nio.,Jeep.,Infiniti.,Mercedes-Benz.,,Aston Martin.,,Toyota.,,Pegauot.,,5fd8c3c3829c45293cfb0430,18,2,3,12,41.795806884766,-72.524101257324,-1,
R_1ILAaCEgjSgzdEc,Default Response Set,Anonymous,,,184.75.144.48,0,2020-12-16 18:59:13,2020-12-16 19:00:13,1,5c74b544eaaa5700186edc53,1,,,Audi,,,Honda,Dodge,,BMW,,GM electric lineup,Chevy,Hyundi,,,Lamborghini,Toyota,Toyota,,,,5c74b544eaaa5700186edc53,23,1,5,3,42.696899414062,-84.546401977539,-1,
R_2xRbkVs5MLsYGMg,Default Response Set,Anonymous,,,104.34.110.223,0,2020-12-16 19:00:21,2020-12-16 19:00:35,1,5e5214e745774623bd28289f,1,,,,,,,,,,,,,,,,,,,,,,5e5214e745774623bd28289f,23,1,3,6,34.259994506836,-118.57849884033,-1,
R_9GjXQCSSpz9PYQh,Default Response Set,Anonymous,,,50.89.252.7,0,2020-12-16 18:58:58,2020-12-16 19:00:35,1,5ea755615ef67613aaaf62cd,1,,,,,,Lexus,,Acura ,Volkswagon,,Electric,Fiat,Toyota,VW,Porsche ,Lamborghini ,,,,Nissan,,5ea755615ef67613aaaf62cd,20,1,3,4,28.546401977539,-81.258499145508,-1,
R_3p9EtWdzDhTkaAN,Default Response Set,Anonymous,,,71.52.20.195,0,2020-12-16 18:59:27,2020-12-16 19:00:37,1,5700616b8a49c7000d0c73ad,1,,hatchback,,,,car,truck,,luxury,,,car,luxury,,safety,,,,car,luxury,coup,5700616b8a49c7000d0c73ad,32,2,5,3,28.308898925781,-81.370796203613,-1,
R_BYAHg5jZondbT69,Default Response Set,Anonymous,,,96.63.228.189,0,2020-12-16 19:00:15,2020-12-16 19:01:04,1,5d14e8b5bc2e6f001b048c50,1,,,,,lifestyle car,,car,,nice car,luxury car,electric car,,,,german car,famus car,,nice car,expensive car,,car,5d14e8b5bc2e6f001b048c50,20,1,3,11,40.111999511719,-88.236503601074,-1,
R_3mZYNg14MyEBA66,Default Response Set,Anonymous,,,75.139.40.79,0,2020-12-16 19:00:13,2020-12-16 19:01:22,1,5c227a64da51990001e1e0a2,1,,,Mercedes,,Ford,Honda,Ford,,Mercedes,Bmw,,Ford,,,Bmw,,,,,Peugeot ,Saab,5c227a64da51990001e1e0a2,37,1,5,8,33.175201416016,-86.271301269531,-1,
R_2X1B1XlGdzyuOJa,Default Response Set,Anonymous,,,172.220.195.153,0,2020-12-16 19:00:00,2020-12-16 19:01:26,1,5fd53e735fbe4b3884654152,1,Chevy,Volvo,,Jeep,Subaru,Honda,,Toyota,,BMW,,Chevy,,,,,Kia,,,,audi,5fd53e735fbe4b3884654152,28,2,5,4,34.933395385742,-81.968902587891,-1,
